0.2,0.18,0.19,0.2,0.18,0.19
0.22,0.19,0.22,0.22,0.19,0.22
0.25,0.21,0.24,0.25,0.21,0.24
0.27,0.221,0.265,0.289,0.225,0.247
0.38226,0.38226,0.38226,0.38226,0.38226,0.38226
0.40546,0.40546,0.40546,0.40546,0.40546,0.40546
0.433956,0.433956,0.433956,0.433956,0.433956,0.433956
0.462762,0.462762,0.462762,0.462762,0.462762,0.462762
0.49215,0.49215,0.49215,0.49215,0.49215,0.49215
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
0.51129,0.51129,0.51129,0.51129,0.51129,0.51129
